client_id,age,situation_familiale,statut_logement,type_logement,surface_m2,region,patrimoine_estime,revenu_annuel,assureur,garanties,exclusions,nombre_garanties,montant_couvert,cotisation_annuelle,sinistres_déclarés,dernier_sinistre,résiliation_précédente,paiements_en_retard
CLT02691,58,Célibataire,Propriétaire,Maison mitoyenne,184,Occitanie,51520,21763,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme', 'Bris de glace, véranda, capteurs solaires', 'Assistance']",2,46685,1658,2,2025-02-19,Oui,Non
CLT02692,80,Célibataire,Locataire,Maison mitoyenne,131,Provence-Alpes-Côte d'Azur,41920,35626,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Tempête, grêle, neige', ""Dégât des eaux, gel, refoulement d'égout""]",3,39899,674,2,2023-12-23,Non,Non
CLT02693,82,Veuf(ve),Propriétaire,Maison individuelle isolée,196,Île-de-France,64680,51699,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation']",3,18864,2019,2,2024-01-20,Non,Non
CLT02694,79,Célibataire,Locataire,Maison individuelle isolée,173,Auvergne-Rhône-Alpes,51900,43955,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires']",2,45100,1007,3,2024-11-21,Non,Non
CLT02695,62,Célibataire,Locataire,Maison mitoyenne,194,Provence-Alpes-Côte d'Azur,62080,45210,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile']","['Assistance', 'Vol', ""Dégât des eaux, gel, refoulement d'égout""]",2,47212,1129,3,2024-03-03,Non,Non
CLT02696,21,En couple,Propriétaire,Appartement,78,Auvergne-Rhône-Alpes,23400,46373,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Tempête, grêle, neige']",3,5383,1038,3,2025-04-14,Non,Non
CLT02697,33,Célibataire,Propriétaire,Maison individuelle isolée,137,Nouvelle-Aquitaine,42470,32431,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout""]",1,9219,1367,3,2023-08-22,Non,Non
CLT02698,20,En couple,Propriétaire,Appartement,93,Nouvelle-Aquitaine,28830,47067,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Bris de glace, véranda, capteurs solaires', ""Protection corporelle de l'assuré""]",3,22509,1238,3,2025-05-30,Oui,Non
CLT02699,60,En couple,Propriétaire,Maison individuelle isolée,110,Auvergne-Rhône-Alpes,33000,27450,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Tempête, grêle, neige', 'Assistance']",1,25705,1098,3,2022-07-28,Non,Non
CLT02700,69,Marié(e),Propriétaire,Appartement,76,Nouvelle-Aquitaine,23560,46385,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Assistance', 'Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",3,19671,783,2,2024-08-02,Non,Non
CLT02701,50,Marié(e),Locataire,Maison individuelle isolée,154,Nouvelle-Aquitaine,47740,53903,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']",['Assistance'],3,21989,1025,3,2025-04-10,Non,Non
CLT02702,46,Célibataire,Locataire,Appartement,50,Provence-Alpes-Côte d'Azur,16000,41901,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré""]",2,5000,225,2,2024-04-28,Non,Non
CLT02703,81,Divorcé(e),Propriétaire,Maison individuelle isolée,131,Auvergne-Rhône-Alpes,39300,33538,Matmut,"['Attentats matériels', 'Responsabilité civile']",['Vol'],2,21300,1181,2,2024-09-03,Oui,Non
CLT02704,66,Célibataire,Propriétaire,Appartement,67,Occitanie,18760,24178,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",3,16227,891,3,2022-09-29,Non,Non
CLT02705,26,Célibataire,Propriétaire,Appartement,79,Nouvelle-Aquitaine,24490,42066,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",2,17459,920,3,2025-03-05,Non,Non
CLT02706,55,Célibataire,Propriétaire,Appartement,93,Île-de-France,30690,34691,Matmut,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', 'Vol', 'Assistance']",3,24992,1238,3,2022-12-26,Non,Non
CLT02707,29,Marié(e),Propriétaire,Maison individuelle isolée,128,Provence-Alpes-Côte d'Azur,40960,33852,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",2,12836,1154,2,2025-04-18,Non,Non
CLT02708,72,Marié(e),Propriétaire,Appartement,95,Provence-Alpes-Côte d'Azur,30400,26251,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Vol']",3,19555,1264,3,2024-05-16,Non,Non
CLT02709,35,Marié(e),Locataire,Appartement,73,Nouvelle-Aquitaine,22630,52092,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Dommages électriques, climatiques, inondation']",1,20582,364,3,2023-12-25,Non,Oui
CLT02710,26,Célibataire,Locataire,Maison mitoyenne,94,Provence-Alpes-Côte d'Azur,30080,50727,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']",['Vol'],2,21108,547,3,2024-12-26,Non,Non
CLT02711,30,Marié(e),Propriétaire,Appartement,58,Auvergne-Rhône-Alpes,17400,38515,Matmut,['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",1,5000,448,2,2024-07-17,Oui,Non
CLT02712,49,Célibataire,Locataire,Maison individuelle isolée,139,Auvergne-Rhône-Alpes,41699,25783,Matmut,['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout""]",1,24925,693,3,2022-07-13,Non,Oui
CLT02713,47,En couple,Locataire,Maison mitoyenne,111,Île-de-France,36630,41331,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels']","[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout"", 'Assistance']",2,25901,500,2,2023-04-09,Non,Oui
CLT02714,44,En couple,Propriétaire,Maison mitoyenne,93,Nouvelle-Aquitaine,28830,52237,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation']",3,26738,1238,3,2024-04-29,Non,Non
CLT02715,51,Célibataire,Propriétaire,Maison mitoyenne,176,Provence-Alpes-Côte d'Azur,56320,35213,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Dommages électriques, climatiques, inondation', 'Bris de glace, véranda, capteurs solaires']",3,44217,1813,2,2024-05-02,Non,Oui
CLT02716,81,En couple,Locataire,Appartement,47,Île-de-France,15510,50460,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",1,13826,181,2,2025-05-26,Oui,Non
CLT02717,28,Marié(e),Locataire,Appartement,52,Nouvelle-Aquitaine,16120,25176,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","['Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",2,5000,302,3,2022-12-13,Non,Non
CLT02718,40,En couple,Propriétaire,Appartement,94,Auvergne-Rhône-Alpes,28200,50345,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige']",2,11931,1094,3,2025-03-19,Non,Non
CLT02719,39,Divorcé(e),Locataire,Appartement,48,Occitanie,13440,37560,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout""]",2,5000,279,3,2024-10-22,Oui,Non
CLT02720,71,Célibataire,Locataire,Maison individuelle isolée,119,Occitanie,33320,49029,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",2,13191,693,3,2024-08-01,Non,Non
CLT02721,40,Veuf(ve),Locataire,Appartement,70,Nouvelle-Aquitaine,21700,30424,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré"", 'Assistance']",1,15357,270,2,2022-09-12,Non,Non
CLT02722,46,Marié(e),Locataire,Appartement,69,Nouvelle-Aquitaine,21390,26508,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige', 'Assistance']",1,16093,344,3,2025-04-16,Non,Non
CLT02723,55,Célibataire,Propriétaire,Maison individuelle isolée,183,Provence-Alpes-Côte d'Azur,58560,52138,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",2,16103,1649,2,2022-08-03,Non,Non
CLT02724,22,Célibataire,Propriétaire,Maison individuelle isolée,173,Nouvelle-Aquitaine,53630,24517,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Dommages électriques, climatiques, inondation', 'Vol']",1,35199,1336,2,2025-01-15,Non,Non
CLT02725,39,En couple,Propriétaire,Maison mitoyenne,186,Auvergne-Rhône-Alpes,55800,50892,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']",['Vol'],3,15315,1428,1,2024-04-24,Non,Non
CLT02726,77,Marié(e),Propriétaire,Maison individuelle isolée,94,Nouvelle-Aquitaine,29140,31677,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout""]",3,23059,1251,3,2024-10-10,Non,Non
CLT02727,25,Célibataire,Locataire,Appartement,88,Occitanie,24640,37968,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', 'Vol', 'Bris de glace, véranda, capteurs solaires']",1,17584,439,3,2024-08-07,Non,Non
CLT02728,19,Célibataire,Propriétaire,Appartement,82,Auvergne-Rhône-Alpes,24599,48068,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme']",1,22398,633,2,2025-02-06,Non,Oui
CLT02729,33,Célibataire,Locataire,Maison individuelle isolée,137,Île-de-France,45210,47813,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Responsabilité civile']","['Assistance', 'Incendie, foudre, explosion, vandalisme']",2,5000,797,3,2022-12-13,Non,Non
CLT02730,83,En couple,Propriétaire,Maison mitoyenne,109,Auvergne-Rhône-Alpes,32699,34905,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré"", 'Dommages électriques, climatiques, inondation']",2,20148,1269,3,2025-06-21,Non,Non
CLT02731,79,Célibataire,Locataire,Appartement,52,Occitanie,14560,30924,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout""]",2,5000,234,2,2024-04-09,Non,Non
CLT02732,65,Célibataire,Propriétaire,Maison individuelle isolée,138,Occitanie,38640,24643,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Bris de glace, véranda, capteurs solaires']",3,30853,1837,3,2024-03-19,Non,Oui
CLT02733,53,Marié(e),Propriétaire,Appartement,77,Nouvelle-Aquitaine,23870,26598,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige']",3,18248,793,2,2023-07-27,Non,Non
CLT02734,82,Divorcé(e),Propriétaire,Maison individuelle isolée,113,Nouvelle-Aquitaine,35030,53445,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout""]",3,8608,1164,2,2024-11-10,Non,Oui
CLT02735,65,Célibataire,Locataire,Appartement,57,Nouvelle-Aquitaine,17669,29590,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Assistance', ""Protection corporelle de l'assuré""]",3,10537,293,2,2024-03-31,Oui,Non
CLT02736,55,Célibataire,Propriétaire,Maison individuelle isolée,167,Île-de-France,55110,26563,Matmut,['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme', 'Assistance']",1,15143,1667,3,2024-01-30,Oui,Non
CLT02737,20,Célibataire,Propriétaire,Appartement,49,Île-de-France,16170,22469,Macif (Aéma Groupe),['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",1,10237,489,3,2022-11-22,Oui,Non
CLT02738,81,Célibataire,Locataire,Maison individuelle isolée,106,Provence-Alpes-Côte d'Azur,33920,49846,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', 'Assistance', 'Dommages électriques, climatiques, inondation']",2,5000,477,2,2025-06-19,Non,Non
CLT02739,61,Marié(e),Propriétaire,Maison individuelle isolée,155,Provence-Alpes-Côte d'Azur,49600,47835,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']",['Assistance'],3,35234,1597,2,2024-07-15,Non,Non
CLT02740,54,Célibataire,Propriétaire,Maison mitoyenne,187,Nouvelle-Aquitaine,57970,53966,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Dommages électriques, climatiques, inondation']",1,40775,1445,2,2023-08-19,Non,Non
CLT02741,67,Célibataire,Propriétaire,Maison mitoyenne,190,Auvergne-Rhône-Alpes,57000,22140,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",2,6256,2213,3,2025-01-10,Oui,Non
CLT02742,51,Célibataire,Propriétaire,Maison individuelle isolée,168,Auvergne-Rhône-Alpes,50400,32296,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme']",1,40729,1677,3,2025-03-27,Non,Non
CLT02743,66,Célibataire,Propriétaire,Appartement,56,Provence-Alpes-Côte d'Azur,17920,53392,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",2,14882,504,2,2023-09-20,Non,Non
CLT02744,73,Divorcé(e),Locataire,Maison individuelle isolée,119,Île-de-France,39270,50202,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles']","['Assistance', ""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout""]",2,37703,693,3,2024-12-31,Oui,Non
CLT02745,79,Célibataire,Propriétaire,Maison individuelle isolée,145,Auvergne-Rhône-Alpes,43500,47543,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",3,31909,1494,2,2022-11-29,Non,Non
CLT02746,26,Célibataire,Propriétaire,Appartement,62,Île-de-France,20460,23198,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige']",3,5000,638,2,2022-11-28,Oui,Non
CLT02747,34,En couple,Propriétaire,Maison individuelle isolée,150,Auvergne-Rhône-Alpes,45000,48508,Macif (Aéma Groupe),['Catastrophes naturelles'],"['Bris de glace, véranda, capteurs solaires', 'Assistance']",1,7433,1159,2,2025-05-10,Non,Non
CLT02748,73,Marié(e),Locataire,Appartement,82,Auvergne-Rhône-Alpes,24599,50514,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",2,17472,369,2,2024-07-15,Non,Non
CLT02749,64,En couple,Propriétaire,Maison individuelle isolée,139,Provence-Alpes-Côte d'Azur,44480,32535,Macif (Aéma Groupe),['Responsabilité civile'],"[""Protection corporelle de l'assuré""]",1,36315,1074,2,2023-06-30,Non,Oui
CLT02750,60,Célibataire,Propriétaire,Maison individuelle isolée,172,Nouvelle-Aquitaine,53320,24647,Macif (Aéma Groupe),['Attentats matériels'],"['Assistance', 'Vol']",1,41257,1717,3,2024-07-07,Non,Non
CLT02751,19,Célibataire,Locataire,Appartement,82,Occitanie,22960,29564,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires']",2,8762,369,2,2024-01-19,Non,Non
CLT02752,69,Veuf(ve),Propriétaire,Maison individuelle isolée,130,Île-de-France,42900,51000,Macif (Aéma Groupe),['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation']",1,9626,1004,2,2024-11-02,Non,Non
CLT02753,44,Célibataire,Propriétaire,Maison individuelle isolée,149,Provence-Alpes-Côte d'Azur,47680,23969,Matmut,"['Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation']",2,5000,1343,2,2024-04-20,Non,Non
CLT02754,71,Marié(e),Propriétaire,Maison mitoyenne,163,Nouvelle-Aquitaine,50530,49274,Matmut,"['Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires']",2,15763,1469,2,2024-11-15,Non,Non
CLT02755,38,Célibataire,Propriétaire,Appartement,51,Provence-Alpes-Côte d'Azur,16320,51682,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Protection corporelle de l'assuré""]",1,15788,509,3,2023-05-20,Non,Oui
CLT02756,80,Marié(e),Propriétaire,Maison individuelle isolée,164,Nouvelle-Aquitaine,50839,27447,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Vol', ""Protection corporelle de l'assuré""]",2,46424,1910,3,2024-11-15,Oui,Non
CLT02757,79,Célibataire,Propriétaire,Maison individuelle isolée,195,Île-de-France,64350,39944,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme']",3,49632,2009,2,2023-12-18,Non,Non
CLT02758,34,Marié(e),Propriétaire,Maison individuelle isolée,123,Nouvelle-Aquitaine,38130,52845,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",1,17803,1228,3,2023-06-16,Non,Non
CLT02759,43,Célibataire,Locataire,Maison mitoyenne,180,Occitanie,50400,41162,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Bris de glace, véranda, capteurs solaires']",3,27110,1198,3,2023-03-13,Non,Non
CLT02760,36,Marié(e),Locataire,Appartement,77,Auvergne-Rhône-Alpes,23099,23952,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme']",3,18737,396,2,2024-01-24,Non,Oui
CLT02761,46,En couple,Propriétaire,Maison individuelle isolée,188,Nouvelle-Aquitaine,58280,38886,Matmut,"['Responsabilité civile', 'Catastrophes naturelles']","['Vol', ""Protection corporelle de l'assuré""]",2,38735,2189,3,2024-06-24,Non,Non
CLT02762,54,Marié(e),Locataire,Maison individuelle isolée,155,Nouvelle-Aquitaine,48050,47369,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout""]",3,32064,798,2,2023-05-18,Oui,Non
CLT02763,36,Divorcé(e),Locataire,Maison individuelle isolée,197,Auvergne-Rhône-Alpes,59099,52178,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Tempête, grêle, neige']",1,41260,983,3,2022-11-16,Non,Non
CLT02764,47,Marié(e),Propriétaire,Maison individuelle isolée,161,Auvergne-Rhône-Alpes,48300,51377,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Dommages électriques, climatiques, inondation']",3,43382,2143,3,2023-06-17,Non,Non
CLT02765,50,Marié(e),Propriétaire,Maison mitoyenne,94,Auvergne-Rhône-Alpes,28200,53109,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation']",1,21959,726,2,2024-05-01,Non,Non
CLT02766,83,Marié(e),Propriétaire,Maison individuelle isolée,198,Île-de-France,65340,34529,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"[""Protection corporelle de l'assuré"", 'Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",1,59978,1976,3,2025-02-22,Non,Non
CLT02767,45,Marié(e),Propriétaire,Appartement,95,Occitanie,26600,27500,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",3,5000,978,2,2024-11-12,Non,Non
CLT02768,66,Marié(e),Locataire,Maison mitoyenne,162,Île-de-France,53460,23833,Macif (Aéma Groupe),['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme', 'Assistance', 'Dommages électriques, climatiques, inondation']",1,38606,808,3,2024-08-08,Non,Non
CLT02769,55,Marié(e),Propriétaire,Maison mitoyenne,162,Occitanie,45360,43742,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Vol', ""Protection corporelle de l'assuré""]",1,33972,1251,2,2023-04-02,Oui,Non
CLT02770,20,Célibataire,Locataire,Appartement,75,Nouvelle-Aquitaine,23250,52933,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout""]",3,7609,499,3,2022-12-20,Non,Non
CLT02771,50,Célibataire,Propriétaire,Appartement,65,Occitanie,18200,34494,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Vol']",3,14273,865,3,2025-03-31,Non,Non
CLT02772,78,Célibataire,Propriétaire,Appartement,88,Île-de-France,29040,40303,Matmut,"['Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme']",2,22066,793,2,2023-10-25,Non,Non
CLT02773,18,En couple,Locataire,Appartement,56,Occitanie,15680,28822,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Vol', 'Tempête, grêle, neige']",2,11405,150,0,,Oui,Non
CLT02774,81,En couple,Locataire,Maison individuelle isolée,190,Nouvelle-Aquitaine,58900,40730,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Assistance', 'Incendie, foudre, explosion, vandalisme']",3,26556,978,2,2022-08-18,Non,Oui
CLT02775,68,En couple,Locataire,Maison individuelle isolée,158,Occitanie,44240,23875,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",2,42842,920,3,2023-11-10,Non,Non
CLT02776,74,Célibataire,Propriétaire,Maison individuelle isolée,149,Nouvelle-Aquitaine,46190,31443,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile']","['Assistance', 'Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",2,43941,1735,3,2023-07-23,Non,Non
CLT02777,81,Veuf(ve),Propriétaire,Maison mitoyenne,191,Provence-Alpes-Côte d'Azur,61120,35857,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Vol', 'Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation']",2,51668,1722,2,2024-09-28,Non,Non
CLT02778,72,Célibataire,Locataire,Maison individuelle isolée,172,Auvergne-Rhône-Alpes,51600,37848,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation']",3,47532,1144,3,2022-09-24,Non,Oui
CLT02779,56,Divorcé(e),Locataire,Appartement,63,Provence-Alpes-Côte d'Azur,20160,53016,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"['Tempête, grêle, neige', ""Protection corporelle de l'assuré"", 'Incendie, foudre, explosion, vandalisme']",1,15556,243,2,2024-02-14,Oui,Non
CLT02780,26,En couple,Locataire,Appartement,75,Nouvelle-Aquitaine,23250,39217,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré""]",2,16724,338,2,2023-12-17,Oui,Non
CLT02781,26,Marié(e),Propriétaire,Maison individuelle isolée,156,Île-de-France,51480,36860,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme', 'Vol']",3,45292,2076,3,2024-11-28,Non,Non
CLT02782,72,Célibataire,Propriétaire,Maison mitoyenne,194,Auvergne-Rhône-Alpes,58199,34054,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Vol', 'Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",2,57606,2259,3,2023-04-01,Non,Oui
CLT02783,19,Célibataire,Locataire,Appartement,67,Auvergne-Rhône-Alpes,20099,41291,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme']",2,5000,390,3,2022-07-10,Non,Oui
CLT02784,60,Marié(e),Locataire,Maison individuelle isolée,125,Île-de-France,41250,39513,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",2,36857,728,3,2024-10-22,Non,Non
